300,0.0
600,0.0
900,0.0
1200,0.0
1500,0.0
1800,0.0
2100,0.0
2400,0.0
2700,0.0
3000,0.0
3300,0.0
3600,0.0
3900,0.0
4200,0.0
4500,0.0
4800,0.0
